Origen;Destino
EC:1.1.1.38;oxaloacetate [CPD:C00036]
"pyruvate [CPD:C00022];";EC:1.1.1.38
"CO2 [CPD:C00011];";EC:1.1.1.38
NADH [CPD:C00004];EC:1.1.1.38
EC:4.1.1.31;"phosphate [CPD:C00009];"
EC:4.1.1.31;oxaloacetate [CPD:C00036]
"phosphoenolpyruvate [CPD:C00074];";EC:4.1.1.31
HCO3- [CPD:C00288];EC:4.1.1.31
EC:2.7.9.2;"ATP [CPD:C00002];"
EC:2.7.9.2;"pyruvate [CPD:C00022];"
EC:2.7.9.2;H2O [CPD:C00001]
"AMP [CPD:C00020];";EC:2.7.9.2
"phosphoenolpyruvate [CPD:C00074];";EC:2.7.9.2
phosphate [CPD:C00009];EC:2.7.9.2
EC:4.2.1.130 3.5.1.124;(R)-lactate [CPD:C00256]
"2-oxopropanal [CPD:C00546];";EC:4.2.1.130 3.5.1.124
H2O [CPD:C00001];EC:4.2.1.130 3.5.1.124
EC:1.1.5.12;"(R)-lactate [CPD:C00256];"
EC:1.1.5.12;quinone [CPD:C15602]
"pyruvate [CPD:C00022];";EC:1.1.5.12
quinol [CPD:C15603];EC:1.1.5.12
EC:4.2.1.32;(R,R)-tartrate [CPD:C00898]
"oxaloacetate [CPD:C00036];";EC:4.2.1.32
H2O [CPD:C00001];EC:4.2.1.32
EC:1.1.1.93 4.1.1.73 1.1.1.83;"tartrate [CPD:C00898];"
EC:1.1.1.93 4.1.1.73 1.1.1.83;NAD+ [CPD:C00003]
"oxaloglycolate [CPD:C03459];";EC:1.1.1.93 4.1.1.73 1.1.1.83
"NADH [CPD:C00004];";EC:1.1.1.93 4.1.1.73 1.1.1.83
H+ [CPD:C00080];EC:1.1.1.93 4.1.1.73 1.1.1.83
EC:1.1.1.60;"D-glycerate [CPD:C00258];"
EC:1.1.1.60;"NAD+ [CPD:C00003];"
EC:1.1.1.60;NADP+ [CPD:C00006]
"2-hydroxy-3-oxopropanoate [CPD:C01146];";EC:1.1.1.60
"NADH [CPD:C00004];";EC:1.1.1.60
"NADPH [CPD:C00005];";EC:1.1.1.60
H+ [CPD:C00080];EC:1.1.1.60
EC:3.1.3.18;"2-phosphoglycolate [CPD:C00988];"
EC:3.1.3.18;H2O [CPD:C00001]
"glycolate [CPD:C00160];";EC:3.1.3.18
phosphate [CPD:C00009];EC:3.1.3.18
EC:1.1.3.15;"(S)-2-hydroxycarboxylate [CPD:C15565];"
EC:1.1.3.15;O2 [CPD:C00007]
"2-oxocarboxylate [CPD:C00161];";EC:1.1.3.15
H2O2 [CPD:C00027];EC:1.1.3.15
EC:3.5.1.10;"10-formyltetrahydrofolate [CPD:C00234];"
EC:3.5.1.10;H2O [CPD:C00001]
"formate [CPD:C00058];";EC:3.5.1.10
tetrahydrofolate [CPD:C00101];EC:3.5.1.10
EC:4.1.3.1;isocitrate [CPD:C00311]
"succinate [CPD:C00042];";EC:4.1.3.1
glyoxylate [CPD:C00048];EC:4.1.3.1
EC:4.1.1.47;glyoxylate [CPD:C00048]
"2-hydroxy-3-oxopropanoate [CPD:C01146];";EC:4.1.1.47
CO2 [CPD:C00011];EC:4.1.1.47
EC:5.3.1.22;hydroxypyruvate [CPD:C00168]
2-hydroxy-3-oxopropanoate [CPD:C01146];EC:5.3.1.22
EC:1.1.1.77;"(R)-propane-1,2-diol [CPD:C02912];"
EC:1.1.1.77;"(S)-propane-1,2-diol [CPD:C02917];"
EC:1.1.1.77;NAD+ [CPD:C00003]
"(R)-lactaldehyde [CPD:C00937];";EC:1.1.1.77
"(S)-lactaldehyde [CPD:C00424];";EC:1.1.1.77
"NADH [CPD:C00004];";EC:1.1.1.77
H+ [CPD:C00080];EC:1.1.1.77
EC:1.11.1.6;H2O2 [CPD:C00027]
"O2 [CPD:C00007];";EC:1.11.1.6
H2O [CPD:C00001];EC:1.11.1.6
EC:6.2.1.17;"ATP [CPD:C00002];"
EC:6.2.1.17;"propanoate [CPD:C00163];"
EC:6.2.1.17;CoA [CPD:C00010]
"AMP [CPD:C00020];";EC:6.2.1.17
"diphosphate [CPD:C00013];";EC:6.2.1.17
propanoyl-CoA [CPD:C00100];EC:6.2.1.17
EC:5.4.99.2;(R)-methylmalonyl-CoA [CPD:C01213]
succinyl-CoA [CPD:C00091];EC:5.4.99.2
EC:2.8.3.8;"acyl-CoA [CPD:C00040];"
EC:2.8.3.8;acetate [CPD:C00033]
"fatty acid anion [CPD:C02403];";EC:2.8.3.8
acetyl-CoA [CPD:C00024];EC:2.8.3.8
EC:2.3.3.5;"propanoyl-CoA [CPD:C00100];"
EC:2.3.3.5;"H2O [CPD:C00001];"
EC:2.3.3.5;oxaloacetate [CPD:C00036]
"(2S,3S)-2-hydroxybutane-1,2,3-tricarboxylate [CPD:C02225];";EC:2.3.3.5
CoA [CPD:C00010];EC:2.3.3.5
EC:4.2.1.79;(2S,3S)-2-hydroxybutane-1,2,3-tricarboxylate [CPD:C02225]
"(Z)-but-2-ene-1,2,3-tricarboxylate [CPD:C04225];";EC:4.2.1.79
H2O [CPD:C00001];EC:4.2.1.79
EC:4.1.3.30;(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate [CPD:C04593]
"succinate [CPD:C00042];";EC:4.1.3.30
pyruvate [CPD:C00022];EC:4.1.3.30
EC:2.7.2.15;"ATP [CPD:C00002];"
EC:2.7.2.15;propanoate [CPD:C00163]
"ADP [CPD:C00008];";EC:2.7.2.15
propanoyl phosphate [CPD:C02876];EC:2.7.2.15
EC:4.2.3.3;glycerone phosphate [CPD:C00111]
"2-oxopropanal [CPD:C00546];";EC:4.2.3.3
phosphate [CPD:C00009];EC:4.2.3.3
EC:1.1.1.61 1.1.1.373;"4-hydroxybutanoate [CPD:C00989];"
EC:1.1.1.61 1.1.1.373;NAD+ [CPD:C00003]
"succinate semialdehyde [CPD:C00232];";EC:1.1.1.61 1.1.1.373
"NADH [CPD:C00004];";EC:1.1.1.61 1.1.1.373
H+ [CPD:C00080];EC:1.1.1.61 1.1.1.373
EC:1.5.1.3;"5,6,7,8-tetrahydrofolate [CPD:C00101];"
EC:1.5.1.3;NADP+ [CPD:C00006]
"7,8-dihydrofolate [CPD:C00415];";EC:1.5.1.3
"NADPH [CPD:C00005];";EC:1.5.1.3
H+ [CPD:C00080];EC:1.5.1.3
EC:1.5.1.20;"5-methyltetrahydrofolate [CPD:C00440];"
EC:1.5.1.20;"NAD+ [CPD:C00003];"
EC:1.5.1.20;NADP+ [CPD:C00006]
"5,10-methylenetetrahydrofolate [CPD:C00143];";EC:1.5.1.20
"NADH [CPD:C00004];";EC:1.5.1.20
"NADPH [CPD:C00005];";EC:1.5.1.20
H+ [CPD:C00080];EC:1.5.1.20
EC:1.5.1.5 3.5.4.9;"5,10-methylenetetrahydrofolate [CPD:C00143];"
EC:1.5.1.5 3.5.4.9;NADP+ [CPD:C00006]
"5,10-methenyltetrahydrofolate [CPD:C00445];";EC:1.5.1.5 3.5.4.9
"NADPH [CPD:C00005];";EC:1.5.1.5 3.5.4.9
H+ [CPD:C00080];EC:1.5.1.5 3.5.4.9
EC:2.1.2.9;"10-formyltetrahydrofolate [CPD:C00234];"
EC:2.1.2.9;L-methionyl-tRNAfMet
"tetrahydrofolate [CPD:C00101];";EC:2.1.2.9
N-formylmethionyl-tRNAfMet;EC:2.1.2.9
EC:6.3.3.2;"ATP [CPD:C00002];"
EC:6.3.3.2;5-formyltetrahydrofolate [CPD:C03479]
"ADP [CPD:C00008];";EC:6.3.3.2
"phosphate [CPD:C00009];";EC:6.3.3.2
5,10-methenyltetrahydrofolate [CPD:C00445];EC:6.3.3.2
EC:3.1.2.12;"S-formylglutathione [CPD:C01031];"
EC:3.1.2.12;H2O [CPD:C00001]
"glutathione [CPD:C00051];";EC:3.1.2.12
formate [CPD:C00058];EC:3.1.2.12
EC:2.7.1.49 2.7.4.7;"ATP [CPD:C00002];"
EC:2.7.1.49 2.7.4.7;4-amino-5-hydroxymethyl-2-methylpyrimidine [CPD:C01279]
"ADP [CPD:C00008];";EC:2.7.1.49 2.7.4.7
4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine [CPD:C04556];EC:2.7.1.49 2.7.4.7
EC:2.7.4.16;"ATP [CPD:C00002];"
EC:2.7.4.16;thiamine phosphate [CPD:C01081]
"ADP [CPD:C00008];";EC:2.7.4.16
thiamine diphosphate [CPD:C00068];EC:2.7.4.16
EC:2.7.1.89;"ATP [CPD:C00002];"
EC:2.7.1.89;thiamine [CPD:C00378]
"ADP [CPD:C00008];";EC:2.7.1.89
thiamine phosphate [CPD:C01081];EC:2.7.1.89
EC:2.8.1.4;"ATP [CPD:C00002];"
EC:2.8.1.4;"[ThiI sulfur-carrier protein]-S-sulfanyl-L-cysteine;"
EC:2.8.1.4;"uracil in tRNA [CPD:C00868];"
EC:2.8.1.4;reduced ferredoxin [iron-sulfur] cluster [CPD:C00138]
"AMP [CPD:C00020];";EC:2.8.1.4
"diphosphate [CPD:C00013];";EC:2.8.1.4
"4-thiouracil in tRNA;";EC:2.8.1.4
"[ThiI sulfur-carrier protein]-L-cysteine;";EC:2.8.1.4
oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139];EC:2.8.1.4
EC:2.7.7.73;"ATP [CPD:C00002];"
EC:2.7.7.73;[ThiS]
"diphosphate [CPD:C00013];";EC:2.7.7.73
adenylyl-[ThiS];EC:2.7.7.73
EC:2.8.1.7;"L-cysteine [CPD:C00097];"
EC:2.8.1.7;"acceptor [CPD:C02743];"
EC:2.8.1.7;"[enzyme]-cysteine [CPD:C15811];"
EC:2.8.1.7;[enzyme]-S-sulfanylcysteine [CPD:C15812]
"L-alanine [CPD:C00041];";EC:2.8.1.7
"S-sulfanyl-acceptor [CPD:C21440];";EC:2.8.1.7
"[enzyme]-S-sulfanylcysteine [CPD:C15812];";EC:2.8.1.7
[enzyme]-cysteine [CPD:C15811];EC:2.8.1.7
EC:4.1.99.19;"L-tyrosine [CPD:C00082];"
EC:4.1.99.19;"S-adenosyl-L-methionine [CPD:C00019];"
EC:4.1.99.19;NADPH [CPD:C00005]
"2-iminoacetate [CPD:C15809];";EC:4.1.99.19
"4-methylphenol [CPD:C01468];";EC:4.1.99.19
"5'-deoxyadenosine [CPD:C05198];";EC:4.1.99.19
"L-methionine [CPD:C00073];";EC:4.1.99.19
"NADP+ [CPD:C00006];";EC:4.1.99.19
H+ [CPD:C00080];EC:4.1.99.19
EC:2.8.1.10;"1-deoxy-D-xylulose 5-phosphate [CPD:C11437];"
EC:2.8.1.10;"2-iminoacetate [CPD:C15809];"
EC:2.8.1.10;thiocarboxy-[sulfur-carrier protein ThiS] [CPD:C15814]
"2-[(2R,5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate [CPD:C20246];";EC:2.8.1.10
"[sulfur-carrier protein ThiS] [CPD:C15810];";EC:2.8.1.10
H2O [CPD:C00001];EC:2.8.1.10
EC:2.2.1.7;"pyruvate [CPD:C00022];"
EC:2.2.1.7;D-glyceraldehyde 3-phosphate [CPD:C00118]
"1-deoxy-D-xylulose 5-phosphate [CPD:C11437];";EC:2.2.1.7
CO2 [CPD:C00011];EC:2.2.1.7
EC:4.1.99.17;"5-amino-1-(5-phospho-D-ribosyl)imidazole [CPD:C03373];"
EC:4.1.99.17;S-adenosyl-L-methionine [CPD:C00019]
"4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine [CPD:C04556];";EC:4.1.99.17
"5'-deoxyadenosine [CPD:C05198];";EC:4.1.99.17
"L-methionine [CPD:C00073];";EC:4.1.99.17
"formate [CPD:C00058];";EC:4.1.99.17
CO [CPD:C00237];EC:4.1.99.17
EC:2.7.1.50;"ATP [CPD:C00002];"
EC:2.7.1.50;4-methyl-5-(2-hydroxyethyl)thiazole [CPD:C04294]
"ADP [CPD:C00008];";EC:2.7.1.50
4-methyl-5-(2-phosphooxyethyl)thiazole [CPD:C04327];EC:2.7.1.50
EC:2.5.1.3;"4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine [CPD:C04752];"
EC:2.5.1.3;"2-[(2R,5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate [CPD:C20246];"
EC:2.5.1.3;"2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate [CPD:C20247];"
EC:2.5.1.3;4-methyl-5-(2-phosphooxyethyl)thiazole [CPD:C04327]
"diphosphate [CPD:C00013];";EC:2.5.1.3
"thiamine phosphate [CPD:C01081];";EC:2.5.1.3
CO2 [CPD:C00011];EC:2.5.1.3
EC:3.1.3.1;"phosphate monoester [CPD:C01153];"
EC:3.1.3.1;H2O [CPD:C00001]
"alcohol [CPD:C00069];";EC:3.1.3.1
phosphate [CPD:C00009];EC:3.1.3.1
EC:3.5.4.26 1.1.1.193;"2,5-diamino-6-hydroxy-4-(5-phospho-D-ribosylamino)pyrimidine;"
EC:3.5.4.26 1.1.1.193;H2O [CPD:C00001]
"5-amino-6-(5-phospho-D-ribosylamino)uracil;";EC:3.5.4.26 1.1.1.193
NH3 [CPD:C00014];EC:3.5.4.26 1.1.1.193
EC:3.5.4.25;"GTP [CPD:C00044];"
EC:3.5.4.25;H2O [CPD:C00001]
"formate [CPD:C00058];";EC:3.5.4.25
"2,5-diamino-6-hydroxy-4-(5-phospho-D-ribosylamino)pyrimidine;";EC:3.5.4.25
diphosphate [CPD:C00013];EC:3.5.4.25
EC:3.1.3.102 3.1.3.104;"FMN [CPD:C00061];"
EC:3.1.3.102 3.1.3.104;H2O [CPD:C00001]
"riboflavin [CPD:C00255];";EC:3.1.3.102 3.1.3.104
phosphate [CPD:C00009];EC:3.1.3.102 3.1.3.104
EC:2.5.1.78;"1-deoxy-L-glycero-tetrulose 4-phosphate [CPD:C15556];"
EC:2.5.1.78;5-amino-6-(D-ribitylamino)uracil [CPD:C04732]
"6,7-dimethyl-8-(D-ribityl)lumazine [CPD:C04332];";EC:2.5.1.78
"H2O [CPD:C00001];";EC:2.5.1.78
phosphate [CPD:C00009];EC:2.5.1.78
EC:2.5.1.9;6,7-dimethyl-8-(1-D-ribityl)lumazine
"riboflavin [CPD:C00255];";EC:2.5.1.9
4-(1-D-ribitylamino)-5-amino-2,6-dihydroxypyrimidine [CPD:C04732];EC:2.5.1.9
EC:4.1.99.12;D-ribulose 5-phosphate [CPD:C00199]
"formate [CPD:C00058];";EC:4.1.99.12
L-3,4-dihydroxybutan-2-one 4-phosphate [CPD:C15556];EC:4.1.99.12
EC:2.7.1.26 2.7.7.2;"ATP [CPD:C00002];"
EC:2.7.1.26 2.7.7.2;riboflavin [CPD:C00255]
"ADP [CPD:C00008];";EC:2.7.1.26 2.7.7.2
FMN [CPD:C00061];EC:2.7.1.26 2.7.7.2
EC:1.5.1.38;"FMNH2 [CPD:C01847];"
EC:1.5.1.38;NADP+ [CPD:C00006]
"FMN [CPD:C00061];";EC:1.5.1.38
"NADPH [CPD:C00005];";EC:1.5.1.38
H+ [CPD:C00080];EC:1.5.1.38
EC:1.16.1.3 1.5.1.41;"cob(II)alamin [CPD:C00541];"
EC:1.16.1.3 1.5.1.41;"NAD+ [CPD:C00003];"
EC:1.16.1.3 1.5.1.41;H2O [CPD:C00001]
"aquacob(III)alamin [CPD:C00992];";EC:1.16.1.3 1.5.1.41
"NADH [CPD:C00004];";EC:1.16.1.3 1.5.1.41
H+ [CPD:C00080];EC:1.16.1.3 1.5.1.41
EC:3.1.3.26 3.1.3.2;"myo-inositol hexakisphosphate [CPD:C01204];"
EC:3.1.3.26 3.1.3.2;H2O [CPD:C00001]
"1D-myo-inositol 1,2,3,5,6-pentakisphosphate [CPD:C04579];";EC:3.1.3.26 3.1.3.2
phosphate [CPD:C00009];EC:3.1.3.26 3.1.3.2
EC:2.7.1.35;"ATP [CPD:C00002];"
EC:2.7.1.35;pyridoxal [CPD:C00250]
"ADP [CPD:C00008];";EC:2.7.1.35
pyridoxal 5'-phosphate [CPD:C00018];EC:2.7.1.35
EC:1.4.3.5;"pyridoxamine 5'-phosphate [CPD:C00647];"
EC:1.4.3.5;"H2O [CPD:C00001];"
EC:1.4.3.5;"O2 [CPD:C00007];"
EC:1.4.3.5;pyridoxine 5'-phosphate [CPD:C00627]
"pyridoxal 5'-phosphate [CPD:C00018];";EC:1.4.3.5
"NH3 [CPD:C00014];";EC:1.4.3.5
H2O2 [CPD:C00027];EC:1.4.3.5
EC:1.1.1.65;"pyridoxine [CPD:C00314];"
EC:1.1.1.65;NADP+ [CPD:C00006]
"pyridoxal [CPD:C00250];";EC:1.1.1.65
"NADPH [CPD:C00005];";EC:1.1.1.65
H+ [CPD:C00080];EC:1.1.1.65
EC:2.6.99.2;"1-deoxy-D-xylulose 5-phosphate [CPD:C11437];"
EC:2.6.99.2;3-amino-2-oxopropyl phosphate [CPD:C11638]
"pyridoxine 5'-phosphate [CPD:C00627];";EC:2.6.99.2
"phosphate [CPD:C00009];";EC:2.6.99.2
H2O [CPD:C00001];EC:2.6.99.2
EC:1.1.1.262;"4-phosphooxy-L-threonine [CPD:C06055];"
EC:1.1.1.262;NAD+ [CPD:C00003]
"3-amino-2-oxopropyl phosphate [CPD:C11638];";EC:1.1.1.262
"CO2 [CPD:C00011];";EC:1.1.1.262
"NADH [CPD:C00004];";EC:1.1.1.262
H+ [CPD:C00080];EC:1.1.1.262
EC:1.1.1.290;"4-phospho-D-erythronate [CPD:C03393];"
EC:1.1.1.290;NAD+ [CPD:C00003]
"(3R)-3-hydroxy-2-oxo-4-phosphooxybutanoate [CPD:C06054];";EC:1.1.1.290
"NADH [CPD:C00004];";EC:1.1.1.290
H+ [CPD:C00080];EC:1.1.1.290
EC:1.2.1.72;"D-erythrose 4-phosphate [CPD:C00279];"
EC:1.2.1.72;"NAD+ [CPD:C00003];"
EC:1.2.1.72;H2O [CPD:C00001]
"4-phosphoerythronat;";EC:1.2.1.72
"NADH [CPD:C00004];";EC:1.2.1.72
H+ [CPD:C00080];EC:1.2.1.72
EC:3.5.1.19 3.5.1.-;"nicotinamide [CPD:C00153];"
EC:3.5.1.19 3.5.1.-;H2O [CPD:C00001]
"nicotinate [CPD:C00253];";EC:3.5.1.19 3.5.1.-
NH3 [CPD:C00014];EC:3.5.1.19 3.5.1.-
EC:2.7.7.1 2.7.1.22;"ATP [CPD:C00002];"
EC:2.7.7.1 2.7.1.22;nicotinamide ribonucleotide [CPD:C00455]
"diphosphate [CPD:C00013];";EC:2.7.7.1 2.7.1.22
NAD+ [CPD:C00003];EC:2.7.7.1 2.7.1.22
EC:3.5.1.42;"beta-nicotinamide D-ribonucleotide [CPD:C00455];"
EC:3.5.1.42;H2O [CPD:C00001]
"beta-nicotinate D-ribonucleotide [CPD:C01185];";EC:3.5.1.42
NH3 [CPD:C00014];EC:3.5.1.42
EC:3.6.1.22;"NAD+ [CPD:C00003];"
EC:3.6.1.22;"NADH [CPD:C00004];"
EC:3.6.1.22;H2O [CPD:C00001]
"AMP [CPD:C00020];";EC:3.6.1.22
"NMN [CPD:C00455];";EC:3.6.1.22
NMNH [CPD:C21113];EC:3.6.1.22
EC:2.7.7.18;"ATP [CPD:C00002];"
EC:2.7.7.18;beta-nicotinate D-ribonucleotide [CPD:C01185]
"diphosphate [CPD:C00013];";EC:2.7.7.18
deamido-NAD+ [CPD:C00857];EC:2.7.7.18
EC:6.3.1.5;"ATP [CPD:C00002];"
EC:6.3.1.5;"deamido-NAD+ [CPD:C00857];"
EC:6.3.1.5;NH3 [CPD:C00014]
"AMP [CPD:C00020];";EC:6.3.1.5
"diphosphate [CPD:C00013];";EC:6.3.1.5
NAD+ [CPD:C00003];EC:6.3.1.5
EC:2.7.1.23;"ATP [CPD:C00002];"
EC:2.7.1.23;NAD+ [CPD:C00003]
"ADP [CPD:C00008];";EC:2.7.1.23
NADP+ [CPD:C00006];EC:2.7.1.23
EC:1.6.1.1;"NADPH [CPD:C00005];"
EC:1.6.1.1;NAD+ [CPD:C00003]
"NADP+ [CPD:C00006];";EC:1.6.1.1
NADH [CPD:C00004];EC:1.6.1.1
EC:1.6.1.2 7.1.1.1;"NADPH [CPD:C00005];"
EC:1.6.1.2 7.1.1.1;NAD+ [CPD:C00003]
"NADP+ [CPD:C00006];";EC:1.6.1.2 7.1.1.1
NADH [CPD:C00004];EC:1.6.1.2 7.1.1.1
EC:6.3.4.21;"nicotinate [CPD:C00253];"
EC:6.3.4.21;"5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];"
EC:6.3.4.21;"ATP [CPD:C00002];"
EC:6.3.4.21;H2O [CPD:C00001]
"beta-nicotinate D-ribonucleotide [CPD:C01185];";EC:6.3.4.21
"diphosphate [CPD:C00013];";EC:6.3.4.21
"ADP [CPD:C00008];";EC:6.3.4.21
phosphate [CPD:C00009];EC:6.3.4.21
EC:2.4.2.19;"beta-nicotinate D-ribonucleotide [CPD:C01185];"
EC:2.4.2.19;"diphosphate [CPD:C00013];"
EC:2.4.2.19;CO2 [CPD:C00011]
"pyridine-2,3-dicarboxylate [CPD:C03722];";EC:2.4.2.19
5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];EC:2.4.2.19
EC:2.5.1.72;"glycerone phosphate [CPD:C00111];"
EC:2.5.1.72;iminosuccinate [CPD:C05840]
"pyridine-2,3-dicarboxylate [CPD:C03722];";EC:2.5.1.72
"H2O [CPD:C00001];";EC:2.5.1.72
phosphate [CPD:C00009];EC:2.5.1.72
EC:2.1.2.11;"5,10-methylenetetrahydrofolate [CPD:C00143];"
EC:2.1.2.11;"3-methyl-2-oxobutanoate [CPD:C00141];"
EC:2.1.2.11;H2O [CPD:C00001]
"tetrahydrofolate [CPD:C00101];";EC:2.1.2.11
2-dehydropantoate [CPD:C00966];EC:2.1.2.11
EC:1.1.1.169;"(R)-pantoate [CPD:C00522];"
EC:1.1.1.169;NADP+ [CPD:C00006]
"2-dehydropantoate [CPD:C00966];";EC:1.1.1.169
"NADPH [CPD:C00005];";EC:1.1.1.169
H+ [CPD:C00080];EC:1.1.1.169
EC:2.7.1.33;"ATP [CPD:C00002];"
EC:2.7.1.33;(R)-pantothenate [CPD:C00864]
"ADP [CPD:C00008];";EC:2.7.1.33
(R)-4'-phosphopantothenate [CPD:C03492];EC:2.7.1.33
EC:4.1.1.36 6.3.2.5;N-[(R)-4'-phosphopantothenoyl]-L-cysteine [CPD:C04352]
"pantotheine 4'-phosphate;";EC:4.1.1.36 6.3.2.5
CO2 [CPD:C00011];EC:4.1.1.36 6.3.2.5
EC:2.7.7.3;"ATP [CPD:C00002];"
EC:2.7.7.3;pantetheine 4'-phosphate [CPD:C01134]
"diphosphate [CPD:C00013];";EC:2.7.7.3
3'-dephospho-CoA [CPD:C00882];EC:2.7.7.3
EC:3.1.4.14;"holo-[acyl-carrier protein] [CPD:C00229];"
EC:3.1.4.14;H2O [CPD:C00001]
"4'-phosphopantetheine [CPD:C01134];";EC:3.1.4.14
apo-[acyl-carrier protein];EC:3.1.4.14
EC:2.7.8.7;"CoA-[4'-phosphopantetheine];"
EC:2.7.8.7;apo-[acyl-carrier protein]
"adenosine 3',5'-bisphosphate [CPD:C00054];";EC:2.7.8.7
holo-[acyl-carrier protein] [CPD:C00229];EC:2.7.8.7
EC:2.7.1.24;"ATP [CPD:C00002];"
EC:2.7.1.24;3'-dephospho-CoA [CPD:C00882]
"ADP [CPD:C00008];";EC:2.7.1.24
CoA [CPD:C00010];EC:2.7.1.24
EC:2.1.1.197;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.197;malonyl-[acyl-carrier protein] [CPD:C01209]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.197
malonyl-[acyl-carrier protein] methyl ester [CPD:C19673];EC:2.1.1.197
EC:3.1.1.85;"pimeloyl-[acyl-carrier protein] methyl ester [CPD:C19846];"
EC:3.1.1.85;H2O [CPD:C00001]
"pimeloyl-[acyl-carrier protein] [CPD:C19845];";EC:3.1.1.85
methanol [CPD:C00132];EC:3.1.1.85
EC:2.3.1.47;"pimeloyl-[acyl-carrier protein] [CPD:C19845];"
EC:2.3.1.47;L-alanine [CPD:C00041]
"8-amino-7-oxononanoate [CPD:C01092];";EC:2.3.1.47
"CO2 [CPD:C00011];";EC:2.3.1.47
holo-[acyl-carrier protein] [CPD:C00229];EC:2.3.1.47
EC:2.6.1.62;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.6.1.62;8-amino-7-oxononanoate [CPD:C01092]
"S-adenosyl-4-(methylsulfanyl)-2-oxobutanoate [CPD:C04425];";EC:2.6.1.62
7,8-diaminononanoate [CPD:C01037];EC:2.6.1.62
EC:6.3.3.3;"ATP [CPD:C00002];"
EC:6.3.3.3;"7,8-diaminononanoate [CPD:C01037];"
EC:6.3.3.3;CO2 [CPD:C00011]
"ADP [CPD:C00008];";EC:6.3.3.3
"phosphate [CPD:C00009];";EC:6.3.3.3
dethiobiotin [CPD:C01909];EC:6.3.3.3
EC:2.8.1.6;"dethiobiotin [CPD:C01909];"
EC:2.8.1.6;"sulfur-(sulfur carrier);"
EC:2.8.1.6;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.8.1.6;reduced [2Fe-2S] ferredoxin [CPD:C22150]
"biotin [CPD:C00120];";EC:2.8.1.6
"(sulfur carrier);";EC:2.8.1.6
"L-methionine [CPD:C00073];";EC:2.8.1.6
"5'-deoxyadenosine [CPD:C05198];";EC:2.8.1.6
oxidized [2Fe-2S] ferredoxin [CPD:C22151];EC:2.8.1.6
EC:6.3.4.15;"ATP [CPD:C00002];"
EC:6.3.4.15;"biotin [CPD:C00120];"
EC:6.3.4.15;[biotin carboxyl-carrier protein]-L-lysine [CPD:C06249]
"AMP [CPD:C00020];";EC:6.3.4.15
"diphosphate [CPD:C00013];";EC:6.3.4.15
[biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine [CPD:C06250];EC:6.3.4.15
EC:2.3.1.181;"octanoyl-[acyl-carrier protein] [CPD:C05752];"
EC:2.3.1.181;protein [CPD:C16240]
"protein N6-(octanoyl)lysine [CPD:C16236];";EC:2.3.1.181
[acyl-carrier protein] [CPD:C00229];EC:2.3.1.181
EC:2.8.1.8;"[protein]-N6-(octanoyl)-L-lysine [CPD:C16236];"
EC:2.8.1.8;"[Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster [CPD:C22154];"
EC:2.8.1.8;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.8.1.8;"oxidized [2Fe-2S] ferredoxin [CPD:C22151];"
EC:2.8.1.8;H+ [CPD:C00080]
"[protein]-N6-[(R)-dihydrolipoyl]-L-lysine [CPD:C16832];";EC:2.8.1.8
"[Fe-S] cluster scaffold protein [CPD:C22155];";EC:2.8.1.8
"sulfide [CPD:C00283];";EC:2.8.1.8
"Fe3+ [CPD:C14819];";EC:2.8.1.8
"L-methionine [CPD:C00073];";EC:2.8.1.8
"5'-deoxyadenosine [CPD:C05198];";EC:2.8.1.8
reduced [2Fe-2S] ferredoxin [CPD:C22150];EC:2.8.1.8
EC:6.3.1.20;"ATP [CPD:C00002];"
EC:6.3.1.20;"(R)-lipoate [CPD:C16241];"
EC:6.3.1.20;"[lipoyl-carrier protein]-L-lysine [CPD:C16240];"
EC:6.3.1.20;lipoyl-AMP [CPD:C16238]
"[lipoyl-carrier protein]-N6-(lipoyl)lysine [CPD:C16237];";EC:6.3.1.20
"AMP [CPD:C00020];";EC:6.3.1.20
"diphosphate [CPD:C00013];";EC:6.3.1.20
lipoyl-AMP [CPD:C16238];EC:6.3.1.20
EC:3.5.4.16;"GTP [CPD:C00044];"
EC:3.5.4.16;H2O [CPD:C00001]
"formate [CPD:C00058];";EC:3.5.4.16
7,8-dihydroneopterin 3'-triphosphate [CPD:C04895];EC:3.5.4.16
