Origen;Destino
EC:2.8.1.12;H2O [CPD:C00001]
"molybdopterin [CPD:C05924];";EC:2.8.1.12
molybdopterin-synthase sulfur-carrier protein [CPD:C15810];EC:2.8.1.12
EC:2.10.1.1 2.7.7.75;"adenylyl-molybdopterin [CPD:C19848];"
EC:2.10.1.1 2.7.7.75;molybdate [CPD:C06232]
"molybdenum cofactor [CPD:C18237];";EC:2.10.1.1 2.7.7.75
"AMP [CPD:C00020];";EC:2.10.1.1 2.7.7.75
H2O [CPD:C00001];EC:2.10.1.1 2.7.7.75
EC:2.8.1.9;"molybdenum cofactor [CPD:C18237];"
EC:2.8.1.9;"L-cysteine [CPD:C00097];"
EC:2.8.1.9;"reduced acceptor [CPD:C00030];"
EC:2.8.1.9;H+ [CPD:C00080]
"thio-molybdenum cofactor [CPD:C21486];";EC:2.8.1.9
"L-alanine [CPD:C00041];";EC:2.8.1.9
"H2O [CPD:C00001];";EC:2.8.1.9
oxidized acceptor;EC:2.8.1.9
EC:4.2.1.96;4a-hydroxytetrahydrobiopterin [CPD:C15522]
"6,7-dihydrobiopterin [CPD:C00268];";EC:4.2.1.96
H2O [CPD:C00001];EC:4.2.1.96
EC:1.1.1.105;"all-trans-retinol---[cellular-retinol-binding-protein];"
EC:1.1.1.105;NAD+ [CPD:C00003]
"all-trans-retinal---[cellular-retinol-binding-protein];";EC:1.1.1.105
"NADH [CPD:C00004];";EC:1.1.1.105
H+ [CPD:C00080];EC:1.1.1.105
EC:4.2.1.24;5-aminolevulinate [CPD:C00430]
"porphobilinogen [CPD:C00931];";EC:4.2.1.24
H2O [CPD:C00001];EC:4.2.1.24
EC:2.5.1.61;"porphobilinogen [CPD:C00931];"
EC:2.5.1.61;H2O [CPD:C00001]
"hydroxymethylbilane [CPD:C01024];";EC:2.5.1.61
NH3 [CPD:C00014];EC:2.5.1.61
EC:4.2.1.75;hydroxymethylbilane [CPD:C01024]
"uroporphyrinogen III [CPD:C01051];";EC:4.2.1.75
H2O [CPD:C00001];EC:4.2.1.75
EC:4.1.1.37;uroporphyrinogen III [CPD:C01051]
"coproporphyrinogen III [CPD:C03263];";EC:4.1.1.37
CO2 [CPD:C00011];EC:4.1.1.37
EC:1.3.3.3;"coproporphyrinogen III [CPD:C03263];"
EC:1.3.3.3;"O2 [CPD:C00007];"
EC:1.3.3.3;H+ [CPD:C00080]
"protoporphyrinogen IX [CPD:C01079];";EC:1.3.3.3
"CO2 [CPD:C00011];";EC:1.3.3.3
H2O [CPD:C00001];EC:1.3.3.3
EC:1.3.3.4 1.3.3.15;"protoporphyrinogen IX [CPD:C01079];"
EC:1.3.3.4 1.3.3.15;O2 [CPD:C00007]
"protoporphyrin IX [CPD:C02191];";EC:1.3.3.4 1.3.3.15
H2O2 [CPD:C00027];EC:1.3.3.4 1.3.3.15
EC:2.5.1.141;"(2E,6E)-farnesyl diphosphate [CPD:C00448];"
EC:2.5.1.141;"protoheme IX [CPD:C00032];"
EC:2.5.1.141;H2O [CPD:C00001]
"diphosphate [CPD:C00013];";EC:2.5.1.141
ferroheme o;EC:2.5.1.141
EC:4.99.1.1 4.99.1.9;"protoheme [CPD:C00032];"
EC:4.99.1.1 4.99.1.9;H+ [CPD:C00080]
"protoporphyrin [CPD:C02191];";EC:4.99.1.1 4.99.1.9
Fe2+ [CPD:C14818];EC:4.99.1.1 4.99.1.9
EC:4.4.1.17;holocytochrome c [CPD:C00524]
"apocytochrome c [CPD:C02248];";EC:4.4.1.17
heme [CPD:C00032];EC:4.4.1.17
EC:1.16.3.1;"Fe(II) [CPD:C14818];"
EC:1.16.3.1;"H+ [CPD:C00080];"
EC:1.16.3.1;O2 [CPD:C00007]
"Fe(III) [CPD:C14819];";EC:1.16.3.1
H2O [CPD:C00001];EC:1.16.3.1
EC:1.14.14.18;"protoheme [CPD:C00032];"
EC:1.14.14.18;"[reduced NADPH---hemoprotein reductase] [CPD:C03024];"
EC:1.14.14.18;O2 [CPD:C00007]
"biliverdin [CPD:C00500];";EC:1.14.14.18
"Fe2+ [CPD:C14818];";EC:1.14.14.18
"CO [CPD:C00237];";EC:1.14.14.18
"[oxidized NADPH---hemoprotein reductase] [CPD:C03161];";EC:1.14.14.18
H2O [CPD:C00001];EC:1.14.14.18
EC:1.1.1.34;"(R)-mevalonate [CPD:C00418];"
EC:1.1.1.34;"CoA [CPD:C00010];"
EC:1.1.1.34;NADP+ [CPD:C00006]
"(S)-3-hydroxy-3-methylglutaryl-CoA [CPD:C00356];";EC:1.1.1.34
"NADPH [CPD:C00005];";EC:1.1.1.34
H+ [CPD:C00080];EC:1.1.1.34
EC:2.7.1.36;"ATP [CPD:C00002];"
EC:2.7.1.36;(R)-mevalonate [CPD:C00418]
"ADP [CPD:C00008];";EC:2.7.1.36
(R)-5-phosphomevalonate [CPD:C01107];EC:2.7.1.36
EC:2.7.4.2;"ATP [CPD:C00002];"
EC:2.7.4.2;(R)-5-phosphomevalonate [CPD:C01107]
"ADP [CPD:C00008];";EC:2.7.4.2
(R)-5-diphosphomevalonate [CPD:C01143];EC:2.7.4.2
EC:4.1.1.33;"ATP [CPD:C00002];"
EC:4.1.1.33;(R)-5-diphosphomevalonate [CPD:C01143]
"ADP [CPD:C00008];";EC:4.1.1.33
"phosphate [CPD:C00009];";EC:4.1.1.33
"isopentenyl diphosphate [CPD:C00129];";EC:4.1.1.33
CO2 [CPD:C00011];EC:4.1.1.33
EC:5.3.3.2;isopentenyl diphosphate [CPD:C00129]
dimethylallyl diphosphate [CPD:C00235];EC:5.3.3.2
EC:2.5.1.1 2.5.1.10;"dimethylallyl diphosphate [CPD:C00235];"
EC:2.5.1.1 2.5.1.10;isopentenyl diphosphate [CPD:C00129]
"diphosphate [CPD:C00013];";EC:2.5.1.1 2.5.1.10
geranyl diphosphate [CPD:C00341];EC:2.5.1.1 2.5.1.10
EC:2.5.1.1 2.5.1.10 2.5.1.29;"dimethylallyl diphosphate [CPD:C00235];"
EC:2.5.1.1 2.5.1.10 2.5.1.29;isopentenyl diphosphate [CPD:C00129]
"diphosphate [CPD:C00013];";EC:2.5.1.1 2.5.1.10 2.5.1.29
geranyl diphosphate [CPD:C00341];EC:2.5.1.1 2.5.1.10 2.5.1.29
EC:2.5.1.87;"(2E,6E)-farnesyl diphosphate [CPD:C00448];"
EC:2.5.1.87;isopentenyl diphosphate [CPD:C00129]
"diphosphate [CPD:C00013];";EC:2.5.1.87
ditrans,polycis-polyprenyl diphosphate [CPD:C05859];EC:2.5.1.87
EC:2.5.1.91;"(2E,6E)-farnesyl diphosphate [CPD:C00448];"
EC:2.5.1.91;isopentenyl diphosphate [CPD:C00129]
"diphosphate [CPD:C00013];";EC:2.5.1.91
all-trans-decaprenyl diphosphate [CPD:C17432];EC:2.5.1.91
EC:2.5.1.58;"farnesyl diphosphate [CPD:C00448];"
EC:2.5.1.58;protein-cysteine [CPD:C20119]
"S-farnesyl protein [CPD:C20120];";EC:2.5.1.58
diphosphate [CPD:C00013];EC:2.5.1.58
EC:2.1.1.100;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.100;protein C-terminal S-farnesyl-L-cysteine [CPD:C04506]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.100
protein C-terminal S-farnesyl-L-cysteine methyl ester [CPD:C04748];EC:2.1.1.100
EC:3.4.24.84;EC 3.4.24.84 created 2003
EC:1.8.3.1;"sulfite [CPD:C00094];"
EC:1.8.3.1;"O2 [CPD:C00007];"
EC:1.8.3.1;H2O [CPD:C00001]
"sulfate [CPD:C00059];";EC:1.8.3.1
H2O2 [CPD:C00027];EC:1.8.3.1
EC:1.8.3.4;"methanethiol [CPD:C00409];"
EC:1.8.3.4;"O2 [CPD:C00007];"
EC:1.8.3.4;H2O [CPD:C00001]
"formaldehyde [CPD:C00067];";EC:1.8.3.4
"hydrogen sulfide [CPD:C00283];";EC:1.8.3.4
H2O2 [CPD:C00027];EC:1.8.3.4
EC:1.8.5.8;"hydrogen sulfide [CPD:C00283];"
EC:1.8.5.8;"glutathione [CPD:C00051];"
EC:1.8.5.8;quinone [CPD:C15602]
"S-sulfanylglutathione [CPD:C17267];";EC:1.8.5.8
quinol [CPD:C15603];EC:1.8.5.8
EC:1.13.11.18;"S-sulfanylglutathione [CPD:C17267];"
EC:1.13.11.18;"O2 [CPD:C00007];"
EC:1.13.11.18;"H2O [CPD:C00001];"
EC:1.13.11.18;S-sulfinatoglutathione [CPD:C21787]
"glutathione [CPD:C00051];";EC:1.13.11.18
"sulfite [CPD:C00094];";EC:1.13.11.18
"H+ [CPD:C00080];";EC:1.13.11.18
S-sulfinatoglutathione [CPD:C21787];EC:1.13.11.18
EC:6.1.1.11;"ATP [CPD:C00002];"
EC:6.1.1.11;"L-serine [CPD:C00065];"
EC:6.1.1.11;tRNA(Ser) [CPD:C01650]
"AMP [CPD:C00020];";EC:6.1.1.11
"diphosphate [CPD:C00013];";EC:6.1.1.11
L-seryl-tRNA(Ser) [CPD:C02553];EC:6.1.1.11
EC:6.3.5.6 6.3.5.7;"ATP [CPD:C00002];"
EC:6.3.5.6 6.3.5.7;"L-aspartyl-tRNA(Asn) [CPD:C06113];"
EC:6.3.5.6 6.3.5.7;"L-glutamine [CPD:C00064];"
EC:6.3.5.6 6.3.5.7;"H2O [CPD:C00001];"
EC:6.3.5.6 6.3.5.7;"4-phosphooxy-L-aspartyl-tRNAAsn;"
EC:6.3.5.6 6.3.5.7;NH3 [CPD:C00014]
"ADP [CPD:C00008];";EC:6.3.5.6 6.3.5.7
"phosphate [CPD:C00009];";EC:6.3.5.6 6.3.5.7
"L-asparaginyl-tRNA(Asn) [CPD:C03402];";EC:6.3.5.6 6.3.5.7
"L-glutamate [CPD:C00025];";EC:6.3.5.6 6.3.5.7
"NH3 [CPD:C00014];";EC:6.3.5.6 6.3.5.7
4-phosphooxy-L-aspartyl-tRNAAsn;EC:6.3.5.6 6.3.5.7
EC:6.1.1.18;"ATP [CPD:C00002];"
EC:6.1.1.18;"L-glutamine [CPD:C00064];"
EC:6.1.1.18;tRNA(Gln) [CPD:C01640]
"AMP [CPD:C00020];";EC:6.1.1.18
"diphosphate [CPD:C00013];";EC:6.1.1.18
L-glutaminyl-tRNA(Gln) [CPD:C02282];EC:6.1.1.18
EC:6.1.1.22;"ATP [CPD:C00002];"
EC:6.1.1.22;"L-asparagine [CPD:C00152];"
EC:6.1.1.22;tRNA(Asn) [CPD:C01637]
"AMP [CPD:C00020];";EC:6.1.1.22
"diphosphate [CPD:C00013];";EC:6.1.1.22
L-asparaginyl-tRNA(Asn) [CPD:C03402];EC:6.1.1.22
EC:3.1.1.59;"juvenile hormone I [CPD:C19613];"
EC:3.1.1.59;"H2O [CPD:C00001];"
EC:3.1.1.59;juvenile hormone III [CPD:C09694]
"juvenile hormone I acid [CPD:C20992];";EC:3.1.1.59
"methanol [CPD:C00132];";EC:3.1.1.59
juvenile hormone III acid [CPD:C16504];EC:3.1.1.59
EC:2.1.1.325;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.325;"(2E,6E)-farnesoate [CPD:C16502];"
EC:2.1.1.325;juvenile hormone III acid [CPD:C16504]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.325
"methyl (2E,6E)-farnesoate [CPD:C16503];";EC:2.1.1.325
juvenile hormone III [CPD:C09694];EC:2.1.1.325
EC:1.1.3.16;"ecdysone [CPD:C00477];"
EC:1.1.3.16;O2 [CPD:C00007]
"3-dehydroecdysone [CPD:C02513];";EC:1.1.3.16
H2O2 [CPD:C00027];EC:1.1.3.16
EC:1.14.99.22;"ecdysone [CPD:C00477];"
EC:1.14.99.22;"reduced acceptor [CPD:C00030];"
EC:1.14.99.22;O2 [CPD:C00007]
"20-hydroxyecdysone [CPD:C02633];";EC:1.14.99.22
"acceptor [CPD:C00028];";EC:1.14.99.22
H2O [CPD:C00001];EC:1.14.99.22
EC:1.14.19.21;"cholesterol [CPD:C00187];"
EC:1.14.19.21;"O2 [CPD:C00007];"
EC:1.14.19.21;"NADH [CPD:C00004];"
EC:1.14.19.21;"NADPH [CPD:C00005];"
EC:1.14.19.21;H+ [CPD:C00080]
"cholesta-5,7-dien-3beta-ol [CPD:C01164];";EC:1.14.19.21
"NAD+ [CPD:C00003];";EC:1.14.19.21
"NADP+ [CPD:C00006];";EC:1.14.19.21
H2O [CPD:C00001];EC:1.14.19.21
EC:1.1.1.216;"(2E,6E)-farnesol [CPD:C01126];"
EC:1.1.1.216;NADP+ [CPD:C00006]
"(2E,6E)-farnesal [CPD:C03461];";EC:1.1.1.216
"NADPH [CPD:C00005];";EC:1.1.1.216
H+ [CPD:C00080];EC:1.1.1.216
EC:3.1.1.1;"carboxylic ester [CPD:C02391];"
EC:3.1.1.1;H2O [CPD:C00001]
"alcohol [CPD:C00069];";EC:3.1.1.1
carboxylate [CPD:C00060];EC:3.1.1.1
