;Origen;Destino
EC:5.1.3.3;alpha-D-glucose [CPD:C00267]
beta-D-glucopyranose [CPD:C00221];EC:3.2.1.106
EC:3.2.1.207;"Glc2Man9GlcNAc2-[protein];"
EC:3.2.1.207;"H2O [CPD:C00001];"
EC:3.2.1.207;GlcMan9GlcNAc2-[protein]
"GlcMan9GlcNAc2-[protein];";EC:3.2.1.207
"beta-D-glucopyranose [CPD:C00221];";EC:3.2.1.207
Man9GlcNAc2-[protein];EC:3.2.1.207
EC:3.2.1.114;"Man5GlcNAc3-[protein];"
EC:3.2.1.114;H2O [CPD:C00001]
"Man3GlcNAc3-[protein];";EC:3.2.1.114
alpha-D-mannopyranose [CPD:C00936];EC:3.2.1.114
EC:2.4.1.101;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.101;Man5GlcNAc2-[protein]
"UDP [CPD:C00015];";EC:2.4.1.101
Man5GlcNAc3-[protein];EC:2.4.1.101
EC:2.4.1.143;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.143;beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein]
"UDP [CPD:C00015];";EC:2.4.1.143
beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein];EC:2.4.1.143
EC:2.4.1.144;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.144;beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein]
"UDP [CPD:C00015];";EC:2.4.1.144
beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-GlcNAc-(1->4)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein];EC:2.4.1.144
EC:2.4.1.145;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.145;beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein]
"UDP [CPD:C00015];";EC:2.4.1.145
beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein];EC:2.4.1.145
EC:2.4.1.68;"GDP-beta-L-fucose [CPD:C00325];"
EC:2.4.1.68;N4-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein]
"GDP [CPD:C00035];";EC:2.4.1.68
N4-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->6)]-beta-D-GlcNAc}-L-asparaginyl-[protein];EC:2.4.1.68
EC:2.4.99.1;"CMP-N-acetyl-beta-neuraminate [CPD:C00128];"
EC:2.4.99.1;beta-D-galactosyl-R [CPD:C02900]
"CMP [CPD:C00055];";EC:2.4.99.1
N-acetyl-alpha-neuraminyl-(2->6)-beta-D-galactosyl-R;EC:2.4.99.1
EC:2.4.1.155;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.155;beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein]
"UDP [CPD:C00015];";EC:2.4.1.155
beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein];EC:2.4.1.155
EC:2.4.1.201 2.4.1.145;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.201 2.4.1.145;beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein]
"UDP [CPD:C00015];";EC:2.4.1.201 2.4.1.145
beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-[beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-N-Asn-[protein];EC:2.4.1.201 2.4.1.145
EC:2.4.1.265;"dolichyl beta-D-glucosyl phosphate [CPD:C01246];"
EC:2.4.1.265;alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol
"alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol;";EC:2.4.1.265
dolichyl phosphate [CPD:C00110];EC:2.4.1.265
EC:3.2.1.209;"Man9GlcNAc2-[protein];"
EC:3.2.1.209;H2O [CPD:C00001]
"Man8GlcNAc2-[protein] (isomer 8A1,2,3B1,3);";EC:3.2.1.209
D-mannopyranose [CPD:C00159];EC:3.2.1.209
EC:1.3.1.22 1.3.1.94;"3-oxo-5alpha-steroid [CPD:C02940];"
EC:1.3.1.22 1.3.1.94;NADP+ [CPD:C00006]
"3-oxo-Delta4-steroid [CPD:C00619];";EC:1.3.1.22 1.3.1.94
"NADPH [CPD:C00005];";EC:1.3.1.22 1.3.1.94
H+ [CPD:C00080];EC:1.3.1.22 1.3.1.94
EC:2.4.99.3;"CMP-N-acetylneuraminate [CPD:C00128];"
EC:2.4.99.3;glycano-(1->3)-(N-acetyl-alpha-D-galactosaminyl)-glycoprotein
"CMP [CPD:C00055];";EC:2.4.99.3
glycano-[(2->6)-alpha-N-acetylneuraminyl]-(N-acetyl-D-galactosaminyl)-glycoprotein;EC:2.4.99.3
EC:2.4.1.41;"UDP-N-acetyl-alpha-D-galactosamine [CPD:C00203];"
EC:2.4.1.41;"[protein]-L-serine [CPD:C02189];"
EC:2.4.1.41;[protein]-L-threonine [CPD:C19803]
"UDP [CPD:C00015];";EC:2.4.1.41
"[protein]-3-O-(N-acetyl-alpha-D-galactosaminyl)-L-serine;";EC:2.4.1.41
[protein]-3-O-(N-acetyl-alpha-D-galactosaminyl)-L-threonine;EC:2.4.1.41
EC:2.4.1.147;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.147;O3-[N-acetyl-alpha-D-galactosaminyl]-L-threonyl/L-seryl-[protein]
"UDP [CPD:C00015];";EC:2.4.1.147
O3-[N-acetyl-beta-D-glucosaminyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-threonyl/L-seryl-[protein];EC:2.4.1.147
EC:2.4.1.102;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.102;O3-[beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-seryl/threonyl-[protein]
"UDP [CPD:C00015];";EC:2.4.1.102
O3-{beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-seryl/threonyl-[protein];EC:2.4.1.102
EC:2.4.99.4;"CMP-N-acetylneuraminate [CPD:C00128];"
EC:2.4.99.4;beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R [CPD:C04750]
"CMP [CPD:C00055];";EC:2.4.99.4
alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R;EC:2.4.99.4
EC:3.2.1.113;"Man9GlcNAc2-[protein];"
EC:3.2.1.113;"H2O [CPD:C00001];"
EC:3.2.1.113;"Man8GlcNAc2-[protein] (isomer 8A1,2,3B1,2);"
EC:3.2.1.113;"Man7GlcNAc2-[protein] (isomer 7A1,2,3B2);"
EC:3.2.1.113;"Man6GlcNAc2-[protein] (isomer 6A1,2B2);"
EC:3.2.1.113;"Man8GlcNAc2-[protein] (isomer 8A1,2,3B1,3);"
EC:3.2.1.113;"Man7GlcNAc2-[protein] (isomer 7A1,2,3B1);"
EC:3.2.1.113;Man6GlcNAc2-[protein] (isomer 6A1,2,3)
"Man5GlcNAc2-[protein];";EC:3.2.1.113
"beta-D-mannopyranose;";EC:3.2.1.113
"Man8GlcNAc2-[protein] (isomer 8A1,2,3B1,2);";EC:3.2.1.113
"Man7GlcNAc2-[protein] (isomer 7A1,2,3B2);";EC:3.2.1.113
"Man6GlcNAc2-[protein] (isomer 6A1,2B2);";EC:3.2.1.113
"Man7GlcNAc2-[protein] (isomer 7A1,2,3B1);";EC:3.2.1.113
Man6GlcNAc2-[protein] (isomer 6A1,2,3);EC:3.2.1.113
EC:2.4.1.244;"UDP-N-acetyl-alpha-D-galactosamine [CPD:C00203];"
EC:2.4.1.244;N-acetyl-beta-D-glucosaminyl group
"UDP [CPD:C00015];";EC:2.4.1.244
N-acetyl-beta-D-galactosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl group;EC:2.4.1.244
EC:2.4.99.6;"CMP-N-acetyl-beta-neuraminate [CPD:C00128];"
EC:2.4.99.6;beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R [CPD:C00694]
"CMP [CPD:C00055];";EC:2.4.99.6
N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R;EC:2.4.99.6
EC:2.4.1.109;"dolichyl beta-D-mannosyl phosphate [CPD:C03862];"
EC:2.4.1.109;"L-threonyl-[protein];"
EC:2.4.1.109;L-seryl-[protein]
"dolichyl phosphate [CPD:C00110];";EC:2.4.1.109
"3-O-(alpha-D-mannosyl)-L-threonyl-[protein] [CPD:C20722];";EC:2.4.1.109
3-O-(alpha-D-mannosyl)-L-seryl-[protein];EC:2.4.1.109
EC:2.4.1.135;"UDP-alpha-D-glucuronate [CPD:C00167];"
EC:2.4.1.135;[protein]-3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-serine [CPD:C04825]
"UDP [CPD:C00015];";EC:2.4.1.135
[protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine [CPD:C04903];EC:2.4.1.135
EC:2.4.1.152;"GDP-beta-L-fucose [CPD:C00325];"
EC:2.4.1.152;beta-D-galactosyl-(1->4)-N-acetyl-D-glucosaminyl-R [CPD:C00694]
"GDP [CPD:C00035];";EC:2.4.1.152
beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-D-glucosaminyl-R [CPD:C01311];EC:2.4.1.152
EC:2.4.1.312;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:2.4.1.312;3-O-(alpha-D-mannosyl)-L-threonyl-[protein] [CPD:C20722]
"UDP [CPD:C00015];";EC:2.4.1.312
3-O-[N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein] [CPD:C20723];EC:2.4.1.312
EC:2.4.1.313;"UDP-N-acetyl-alpha-D-galactosamine [CPD:C00203];"
EC:2.4.1.313;3-O-[N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein] [CPD:C20723]
"UDP [CPD:C00015];";EC:2.4.1.313
3-O-[N-acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein] [CPD:C20734];EC:2.4.1.313
EC:2.7.1.183;"ATP [CPD:C00002];"
EC:2.7.1.183;O3-[N-acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl/L-seryl-[protein]
"ADP [CPD:C00008];";EC:2.7.1.183
O3-[N-acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-(6-phospho)mannosyl]-L-threonyl/L-seryl-[protein];EC:2.7.1.183
EC:2.4.2.61;"UDP-alpha-D-xylose [CPD:C00190];"
EC:2.4.2.61;3-O-[Rib-ol-P-Rib-ol-P-3-beta-D-GalNAc-(1->3)-beta-D-GlcNAc-(1->4)-O-6-P-alpha-D-Man]-Ser/Thr-[protein] [GL:G13094]
"UDP [CPD:C00015];";EC:2.4.2.61
3-O-[beta-D-Xyl-(1->4)-Rib-ol-P-Rib-ol-P-3-beta-D-GalNAc-(1->3)-beta-D-GlcNAc-(1->4)-O-6-P-alpha-D-Man]-Ser/Thr-[protein] [GL:G13095];EC:2.4.2.61
EC:2.7.7.40;"CTP [CPD:C00063];"
EC:2.7.7.40;D-ribitol 5-phosphate [CPD:C01068]
"diphosphate [CPD:C00013];";EC:2.7.7.40
CDP-ribitol [CPD:C00789];EC:2.7.7.40
EC:3.2.1.14;The enzyme binds to chitin and randomly cleaves glycosidic linkages in chitin and chitodextrins in a non-processive mode, generating chitooligosaccharides and free ends on which exo-chitinases and exo-chitodextrinases can act. Activity is greatly stimulated in the presence of EC 1.14.99.53, lytic chitin monoxygenase, which attacks the crystalline structure of chitin and makes the polymer more accesible to the chitinase. cf. EC 3.2.1.202, endo-chitodextrinase.
EC 3.2.1.14 created 1961, modified 2017;EC:3.2.1.14
EC:3.2.1.52;Acts on N-acetylglucosides and N-acetylgalactosides.
EC 3.2.1.52 created 1972 (EC 3.2.1.30 created 1961, incorporated 1992 [EC 3.2.1.29 created 1961, incorporated 1972]);EC:3.2.1.52
EC:2.7.1.59;"ATP [CPD:C00002];"
EC:2.7.1.59;N-acetyl-D-glucosamine [CPD:C00140]
"ADP [CPD:C00008];";EC:2.7.1.59
N-acetyl-D-glucosamine 6-phosphate [CPD:C00357];EC:2.7.1.59
EC:5.1.3.8;N-acyl-D-glucosamine [CPD:C03000]
N-acyl-D-mannosamine [CPD:C00625];EC:5.1.3.8
EC:3.5.1.25;"N-acetyl-D-glucosamine 6-phosphate [CPD:C00357];"
EC:3.5.1.25;H2O [CPD:C00001]
"D-glucosamine 6-phosphate [CPD:C00352];";EC:3.5.1.25
acetate [CPD:C00033];EC:3.5.1.25
EC:2.3.1.4;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.4;D-glucosamine 6-phosphate [CPD:C00352]
"CoA [CPD:C00010];";EC:2.3.1.4
N-acetyl-D-glucosamine 6-phosphate [CPD:C00357];EC:2.3.1.4
EC:5.4.2.3;N-acetyl-alpha-D-glucosamine 1-phosphate [CPD:C04501]
N-acetyl-D-glucosamine 6-phosphate [CPD:C00357];EC:5.4.2.3
EC:2.7.7.23 2.7.7.83;"UTP [CPD:C00075];"
EC:2.7.7.23 2.7.7.83;N-acetyl-alpha-D-glucosamine 1-phosphate [CPD:C04501]
"diphosphate [CPD:C00013];";EC:2.7.7.23 2.7.7.83
UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];EC:2.7.7.23 2.7.7.83
EC:3.2.1.183 2.7.1.60;"UDP-N-acetyl-alpha-D-glucosamine [CPD:C00043];"
EC:3.2.1.183 2.7.1.60;H2O [CPD:C00001]
"N-acetyl-D-mannosamine [CPD:C00645];";EC:3.2.1.183 2.7.1.60
UDP [CPD:C00015];EC:3.2.1.183 2.7.1.60
EC:4.1.3.3;N-acetylneuraminate [CPD:C00270]
"N-acetyl-D-mannosamine [CPD:C00645];";EC:4.1.3.3
pyruvate [CPD:C00022];EC:4.1.3.3
EC:2.5.1.56 2.5.1.57 2.5.1.132;"phosphoenolpyruvate [CPD:C00074];"
EC:2.5.1.56 2.5.1.57 2.5.1.132;"N-acetyl-D-mannosamine [CPD:C00645];"
EC:2.5.1.56 2.5.1.57 2.5.1.132;H2O [CPD:C00001]
"phosphate [CPD:C00009];";EC:2.5.1.56 2.5.1.57 2.5.1.132
N-acetylneuraminate [CPD:C00270];EC:2.5.1.56 2.5.1.57 2.5.1.132
EC:3.1.3.29;"N-acylneuraminate 9-phosphate [CPD:C01200];"
EC:3.1.3.29;H2O [CPD:C00001]
"N-acylneuraminate [CPD:C00591];";EC:3.1.3.29
phosphate [CPD:C00009];EC:3.1.3.29
EC:1.14.18.2;"CMP-N-acetylneuraminate [CPD:C00128];"
EC:1.14.18.2;"ferrocytochrome b5 [CPD:C00999];"
EC:1.14.18.2;"O2 [CPD:C00007];"
EC:1.14.18.2;H+ [CPD:C00080]
"CMP-N-glycoloylneuraminate [CPD:C03691];";EC:1.14.18.2
"ferricytochrome b5 [CPD:C00996];";EC:1.14.18.2
H2O [CPD:C00001];EC:1.14.18.2
EC:2.7.7.43 2.7.7.92;"CTP [CPD:C00063];"
EC:2.7.7.43 2.7.7.92;N-acylneuraminate [CPD:C00591]
"diphosphate [CPD:C00013];";EC:2.7.7.43 2.7.7.92
CMP-N-acylneuraminate [CPD:C01064];EC:2.7.7.43 2.7.7.92
EC:3.5.99.6;"alpha-D-glucosamine 6-phosphate;"
EC:3.5.99.6;H2O [CPD:C00001]
"D-fructose 6-phosphate [CPD:C00085];";EC:3.5.99.6
NH3 [CPD:C00014];EC:3.5.99.6
EC:1.6.2.2;"NADH [CPD:C00004];"
EC:1.6.2.2;ferricytochrome b5 [CPD:C00996]
"NAD+ [CPD:C00003];";EC:1.6.2.2
"H+ [CPD:C00080];";EC:1.6.2.2
ferrocytochrome b5 [CPD:C00999];EC:1.6.2.2
EC:4.1.1.35;UDP-D-glucuronate [CPD:C00167]
"UDP-D-xylose [CPD:C00190];";EC:4.1.1.35
CO2 [CPD:C00011];EC:4.1.1.35
EC:3.1.6.13;EC 3.1.6.13 created 1984
EC:3.2.1.76;EC 3.2.1.76 created 1972
EC:3.1.6.12;Acts also on N-acetylglucosamine 4-sulfate.
EC 3.1.6.12 created 1984;EC:3.1.6.12
EC:3.2.1.35;Also hydrolyses 1,4-beta-D-glycosidic linkages between N-acetyl-galactosamine or N-acetylgalactosamine sulfate and glucuronic acid in chondroitin, chondroitin 4- and 6-sulfates, and dermatan.
EC 3.2.1.35 created 1965, modified 1976, modified 2001 (EC 3.2.1.34 created 1965, incorporated 1972);EC:3.2.1.35
EC:3.2.1.166;Heparanase cleaves the linkage between a glucuronic acid unit and an N-sulfo glucosamine unit carrying either a 3-O-sulfo or a 6-O-sulfo group [2]. Heparanase-1 cuts macromolecular heparin into fragments of 5000--20000 Da [5]. The enzyme cleaves the heparan sulfate glycosaminoglycans from proteoglycan core proteins and degrades them to small oligosaccharides. Inside cells, the enzyme is important for the normal catabolism of heparan sulfate proteoglycans, generating glycosaminoglycan fragments that are then transported to lysosomes and completely degraded. When secreted, heparanase degrades basement membrane heparan sulfate glycosaminoglycans at sites of injury or inflammation, allowing extravasion of immune cells into nonvascular spaces and releasing factors that regulate cell proliferation and angiogenesis [1].
EC 3.2.1.166 created 2010;EC:3.2.1.166
EC:3.10.1.1;"N-sulfo-D-glucosamine [CPD:C01075];"
EC:3.10.1.1;H2O [CPD:C00001]
"D-glucosamine [CPD:C00329];";EC:3.10.1.1
sulfate [CPD:C00059];EC:3.10.1.1
EC:2.3.1.78;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.78;heparan sulfate alpha-D-glucosaminide [CPD:C04384]
"CoA [CPD:C00010];";EC:2.3.1.78
heparan sulfate N-acetyl-alpha-D-glucosaminide [CPD:C04649];EC:2.3.1.78
EC:3.2.1.50;Hydrolyses UDP-N-acetylglucosamine.
EC 3.2.1.50 created 1972;EC:3.2.1.50
EC:3.1.6.14;May be identical with EC 3.1.6.11 disulfoglucosamine-6-sulfatase.
EC 3.1.6.14 created 1984;EC:3.1.6.14
EC:3.1.6.4;EC 3.1.6.4 created 1961
EC:2.4.2.26;"UDP-alpha-D-xylose [CPD:C00190];"
EC:2.4.2.26;[protein]-L-serine [CPD:C02189]
"UDP [CPD:C00015];";EC:2.4.2.26
[protein]-3-O-(beta-D-xylosyl)-L-serine;EC:2.4.2.26
EC:2.4.1.133;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.133;[protein]-3-O-(beta-D-xylosyl)-L-serine
"UDP [CPD:C00015];";EC:2.4.1.133
[protein]-3-O-(beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-serine;EC:2.4.1.133
EC:2.4.1.134;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.134;[protein]-3-O-(beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-serine
"UDP [CPD:C00015];";EC:2.4.1.134
[protein]-3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-serine [CPD:C04825];EC:2.4.1.134
EC:2.4.1.135;"UDP-alpha-D-glucuronate [CPD:C00167];"
EC:2.4.1.135;[protein]-3-O-(beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl)-L-serine [CPD:C04825]
"UDP [CPD:C00015];";EC:2.4.1.135
[protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine [CPD:C04903];EC:2.4.1.135
EC:2.4.1.174 2.4.1.175;"UDP-N-acetyl-alpha-D-galactosamine [CPD:C00203];"
EC:2.4.1.174 2.4.1.175;[protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine [CPD:C04903]
"UDP [CPD:C00015];";EC:2.4.1.174 2.4.1.175
[protein]-3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine;EC:2.4.1.174 2.4.1.175
EC:2.4.1.175 2.4.1.226;"UDP-N-acetyl-alpha-D-galactosamine [CPD:C00203];"
EC:2.4.1.175 2.4.1.226;"[protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine [CPD:C04800];"
EC:2.4.1.175 2.4.1.226;[protein]-3-O-(beta-D-GlcA-(1->3)-[beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)]n-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine
"UDP [CPD:C00015];";EC:2.4.1.175 2.4.1.226
"[protein]-3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine [CPD:C04913];";EC:2.4.1.175 2.4.1.226
[protein]-3-O-([beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)]n+1-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine;EC:2.4.1.175 2.4.1.226
EC:2.7.1.30;"ATP [CPD:C00002];"
EC:2.7.1.30;glycerol [CPD:C00116]
"ADP [CPD:C00008];";EC:2.7.1.30
sn-glycerol 3-phosphate [CPD:C00093];EC:2.7.1.30
EC:2.3.1.15;"acyl-CoA [CPD:C00040];"
EC:2.3.1.15;sn-glycerol 3-phosphate [CPD:C00093]
"CoA [CPD:C00010];";EC:2.3.1.15
1-acyl-sn-glycerol 3-phosphate [CPD:C00681];EC:2.3.1.15
EC:2.7.1.94;"ATP [CPD:C00002];"
EC:2.7.1.94;acylglycerol [CPD:C15590]
"ADP [CPD:C00008];";EC:2.7.1.94
acyl-sn-glycerol 3-phosphate [CPD:C03849];EC:2.7.1.94
EC:2.3.1.51 2.3.1.-;"acyl-CoA [CPD:C00040];"
EC:2.3.1.51 2.3.1.-;1-acyl-sn-glycerol 3-phosphate [CPD:C00681]
"CoA [CPD:C00010];";EC:2.3.1.51 2.3.1.-
1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416];EC:2.3.1.51 2.3.1.-
EC:3.1.1.23;EC 3.1.1.23 created 1972
EC:2.3.1.22;"acyl-CoA [CPD:C00040];"
EC:2.3.1.22;2-acylglycerol [CPD:C02112]
"CoA [CPD:C00010];";EC:2.3.1.22
diacylglycerol [CPD:C00165];EC:2.3.1.22
EC:3.1.1.3 2.3.1.-;"triacylglycerol [CPD:C00422];"
EC:3.1.1.3 2.3.1.-;H2O [CPD:C00001]
"diacylglycerol [CPD:C00165];";EC:3.1.1.3 2.3.1.-
carboxylate [CPD:C00060];EC:3.1.1.3 2.3.1.-
EC:3.1.3.4;"1,2-diacylglycerol 3-phosphate;"
EC:3.1.3.4;H2O [CPD:C00001]
"1,2-diacyl-sn-glycerol [CPD:C00641];";EC:3.1.3.4
phosphate [CPD:C00009];EC:3.1.3.4
EC:2.7.1.107;"ATP [CPD:C00002];"
EC:2.7.1.107;1,2-diacyl-sn-glycerol [CPD:C00641]
"ADP [CPD:C00008];";EC:2.7.1.107
1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416];EC:2.7.1.107
EC:3.1.1.34;"triacylglycerol [CPD:C00422];"
EC:3.1.1.34;H2O [CPD:C00001]
"diacylglycerol [CPD:C00165];";EC:3.1.1.34
carboxylate [CPD:C00060];EC:3.1.1.34
EC:2.3.1.20 2.3.1.75 2.3.1.76;"acyl-CoA [CPD:C00040];"
EC:2.3.1.20 2.3.1.75 2.3.1.76;1,2-diacyl-sn-glycerol [CPD:C00641]
"CoA [CPD:C00010];";EC:2.3.1.20 2.3.1.75 2.3.1.76
triacylglycerol [CPD:C00422];EC:2.3.1.20 2.3.1.75 2.3.1.76
EC:3.1.3.81 3.1.3.4;"1,2-diacyl-sn-glycerol 3-diphosphate [CPD:C19776];"
EC:3.1.3.81 3.1.3.4;H2O [CPD:C00001]
